"txid"	"bin"	"shopperinteraction"	"cardtype"	"amount"	"currencycode"	"txtype"	"issuercountrycode"	"accountriskscore"	"threed"	"acquirer"	"auths"
11139	"497490"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Domestic"	1
11140	"497490"	"Ecommerce"	"DEFFERED_DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Domestic"	1
11141	"456188"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	0	"no 3D secure"	"Adyen Int."	1
11142	"456188"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	0	"no 3D secure"	"Adyen Int."	1
11143	"530446"	"Ecommerce"	"PREPAID"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
11144	"497202"	"Ecommerce"	NA	3000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Domestic"	1
11145	"497202"	"Ecommerce"	"DEBIT"	3000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Domestic"	1
11146	"494053"	"Ecommerce"	"CREDIT"	0	"EUR"	"Account Validation"	"AU"	-50	"no 3D secure"	"Adyen Int."	1
11147	"497355"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	0	"no 3D secure"	"Adyen Int."	1
11148	"497355"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	0	"no 3D secure"	"Adyen Int."	1
11149	"497355"	"Ecommerce"	"DEBIT"	999	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Domestic"	1
11150	"497355"	"Ecommerce"	"DEBIT"	999	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Domestic"	1
11151	"497508"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Domestic"	1
11152	"497508"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Domestic"	1
11153	"497355"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Domestic"	1
11154	"497355"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Domestic"	1
11155	"497049"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Domestic"	1
11156	"497049"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Domestic"	1
11157	"497203"	"Ecommerce"	NA	2000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Domestic"	0
11158	"497203"	"Ecommerce"	"DEBIT"	2000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Domestic"	0
11159	"456140"	"Ecommerce"	"CREDIT"	3000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Int."	1
11160	"456140"	"Ecommerce"	"DEFFERED_DEBIT"	3000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Int."	1
11161	"497040"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Domestic"	1
11162	"497040"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Domestic"	1
11163	"497355"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
11164	"497355"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
11165	"446291"	"Ecommerce"	"DEBIT"	2000	"EUR"	"Authorisation"	"GB"	0	"3D secure"	"Adyen Int."	1
11166	"406608"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"CM"	-50	"no 3D secure"	"Adyen Int."	0
11167	"497040"	"Ecommerce"	NA	1499	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Int."	1
11168	"497040"	"Ecommerce"	"DEBIT"	1499	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Int."	1
11169	"497043"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
11170	"497043"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
11171	"446291"	"Ecommerce"	"DEBIT"	2499	"EUR"	"Authorisation"	"GB"	0	"3D secure"	"Adyen Int."	1
11172	"497410"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	50	"3D secure"	"Adyen Int."	1
11173	"497410"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	50	"3D secure"	"Adyen Int."	1
11174	"497355"	"Ecommerce"	"DEBIT"	2000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Int."	0
11175	"497355"	"Ecommerce"	"DEBIT"	2000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Int."	0
11176	"513379"	"Ecommerce"	NA	2000	"EUR"	"Authorisation"	"FR"	0	"3D secure"	"Adyen Int."	1
11177	"513379"	"Ecommerce"	"DEBIT"	2000	"EUR"	"Authorisation"	"FR"	0	"3D secure"	"Adyen Int."	1
11178	"497040"	"Ecommerce"	NA	2000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Int."	1
11179	"497040"	"Ecommerce"	"DEBIT"	2000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Int."	1
11180	"497040"	"Ecommerce"	NA	2000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Domestic"	1
11181	"497040"	"Ecommerce"	"DEBIT"	2000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Domestic"	1
11182	"513607"	"Ecommerce"	NA	2000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Int."	1
11183	"513607"	"Ecommerce"	"CREDIT"	2000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Int."	1
11184	"497040"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
11185	"497040"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
11186	"443044"	"Ecommerce"	"DEBIT"	2000	"EUR"	"Authorisation"	"US"	0	"3D secure"	"Adyen Int."	1
11187	"440210"	"Ecommerce"	"CREDIT"	2000	"EUR"	"Authorisation"	"PL"	-50	"3D secure"	"Adyen Int."	1
11188	"513162"	"Ecommerce"	NA	2000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Int."	1
11189	"513162"	"Ecommerce"	"CREDIT"	2000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Int."	1
11190	"513414"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
11191	"513414"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
11192	"497500"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
11193	"497500"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
11194	"534102"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
11195	"534102"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
11196	"497040"	"Ecommerce"	NA	2000	"EUR"	"Authorisation"	"FR"	0	"3D secure"	"Adyen Domestic"	1
11197	"497040"	"Ecommerce"	"DEBIT"	2000	"EUR"	"Authorisation"	"FR"	0	"3D secure"	"Adyen Domestic"	1
11198	"513162"	"Ecommerce"	NA	3000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Int."	1
11199	"513162"	"Ecommerce"	"CREDIT"	3000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Int."	1
11200	"497355"	"Ecommerce"	"DEBIT"	2000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Int."	1
11201	"497355"	"Ecommerce"	"DEBIT"	2000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Int."	1
11202	"497874"	"Ecommerce"	NA	3000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Int."	1
11203	"497874"	"Ecommerce"	"DEBIT"	3000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Int."	1
11204	"513162"	"Ecommerce"	NA	2000	"EUR"	"Authorisation"	"FR"	0	"3D secure"	"Adyen Int."	1
11205	"513162"	"Ecommerce"	"CREDIT"	2000	"EUR"	"Authorisation"	"FR"	0	"3D secure"	"Adyen Int."	1
11206	"497040"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
11207	"497040"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
11208	"513111"	"Ecommerce"	NA	2000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Int."	1
11209	"513111"	"Ecommerce"	"DEBIT"	2000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Int."	1
11210	"497355"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Domestic"	1
11211	"497355"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Domestic"	1
11212	"561243"	"Ecommerce"	NA	2000	"EUR"	"Authorisation"	"FR"	0	"3D secure"	"Adyen Int."	1
11213	"561243"	"Ecommerce"	"DEBIT"	2000	"EUR"	"Authorisation"	"FR"	0	"3D secure"	"Adyen Int."	1
11214	"497401"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	0	"no 3D secure"	"Adyen Int."	1
11215	"497401"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	0	"no 3D secure"	"Adyen Int."	1
11216	"497301"	"Ecommerce"	"CREDIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Domestic"	1
11217	"497301"	"Ecommerce"	"DEFFERED_DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Domestic"	1
11218	"497592"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
11219	"497592"	"Ecommerce"	"CREDIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
11220	"540171"	"Ecommerce"	"CREDIT"	999	"EUR"	"Authorisation"	"IS"	0	"no 3D secure"	"Adyen Int."	1
11221	"529434"	"Ecommerce"	"CREDIT"	1000	"EUR"	"Authorisation"	"FR"	0	"no 3D secure"	"Adyen Int."	1
11222	"453370"	"Ecommerce"	NA	3000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Int."	1
11223	"453370"	"Ecommerce"	"DEFFERED_DEBIT"	3000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Int."	1
11224	"513141"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
11225	"513141"	"Ecommerce"	"CREDIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
11226	"497355"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
11227	"497355"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
11228	"513162"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
11229	"513162"	"Ecommerce"	"CREDIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
11230	"497874"	"Ecommerce"	NA	2000	"EUR"	"Authorisation"	"FR"	0	"3D secure"	"Adyen Domestic"	1
11231	"497874"	"Ecommerce"	"DEBIT"	2000	"EUR"	"Authorisation"	"FR"	0	"3D secure"	"Adyen Domestic"	1
11232	"439058"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"BG"	0	"no 3D secure"	"Adyen Int."	1
11233	"519935"	"Ecommerce"	"CREDIT"	2000	"EUR"	"Authorisation"	"TW"	200	"no 3D secure"	"RefusedAcquirer"	0
11234	"497401"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Domestic"	1
11235	"497401"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Domestic"	1
11236	"513415"	"Ecommerce"	NA	999	"EUR"	"Authorisation"	"FR"	0	"no 3D secure"	"Adyen Int."	1
11237	"513415"	"Ecommerce"	"DEBIT"	999	"EUR"	"Authorisation"	"FR"	0	"no 3D secure"	"Adyen Int."	1
11238	"497827"	"Ecommerce"	NA	3000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Domestic"	1
11239	"497827"	"Ecommerce"	"CREDIT"	3000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Domestic"	1
11240	"497659"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
11241	"497659"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
11242	"470599"	"Ecommerce"	"CREDIT"	2000	"EUR"	"Authorisation"	"EG"	0	"3D secure"	"Adyen Int."	0
11243	"497040"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	0	"no 3D secure"	"Adyen Domestic"	1
11244	"497040"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	0	"no 3D secure"	"Adyen Domestic"	1
11245	"526717"	"Ecommerce"	"CREDIT"	2000	"EUR"	"Authorisation"	"EG"	0	"3D secure"	"Adyen Int."	1
11246	"497301"	"Ecommerce"	"CREDIT"	3000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Domestic"	0
11247	"497301"	"Ecommerce"	"DEFFERED_DEBIT"	3000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Domestic"	0
11248	"497301"	"Ecommerce"	"CREDIT"	3000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Domestic"	1
11249	"497301"	"Ecommerce"	"DEFFERED_DEBIT"	3000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Domestic"	1
11250	"544403"	"Ecommerce"	"DEBIT"	2000	"EUR"	"Authorisation"	"HU"	-50	"3D secure"	"Adyen Int."	1
11251	"453304"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Domestic"	1
11252	"453304"	"Ecommerce"	"DEFFERED_DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Domestic"	1
11253	"561257"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	0	"no 3D secure"	"Adyen Int."	1
11254	"561257"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	0	"no 3D secure"	"Adyen Int."	1
11255	"456140"	"Ecommerce"	"CREDIT"	3000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Domestic"	1
11256	"456140"	"Ecommerce"	"DEFFERED_DEBIT"	3000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Domestic"	1
11257	"456188"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Domestic"	1
11258	"456188"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Domestic"	1
11259	"513111"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
11260	"513111"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
11261	"497401"	"Ecommerce"	NA	2000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Int."	1
11262	"497401"	"Ecommerce"	"DEBIT"	2000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Int."	1
11263	"497278"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
11264	"497278"	"Ecommerce"	"DEFFERED_DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
11265	"513141"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
11266	"513141"	"Ecommerce"	"CREDIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
11267	"513625"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
11268	"513625"	"Ecommerce"	"CREDIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
11269	"497886"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
11270	"497886"	"Ecommerce"	"CREDIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
11271	"497401"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Domestic"	1
11272	"497401"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Domestic"	1
11273	"497164"	"Ecommerce"	"CREDIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Domestic"	1
11274	"497164"	"Ecommerce"	"DEFFERED_DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Domestic"	1
11275	"497490"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
11276	"497490"	"Ecommerce"	"DEFFERED_DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
11277	"497490"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Domestic"	1
11278	"497490"	"Ecommerce"	"DEFFERED_DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Domestic"	1
11279	"497040"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Domestic"	1
11280	"497040"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Domestic"	1
11281	"513263"	"Ecommerce"	NA	1499	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Int."	0
11282	"513263"	"Ecommerce"	"CREDIT"	1499	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Int."	0
11283	"497040"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Domestic"	1
11284	"497040"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Domestic"	1
11285	"453304"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
11286	"453304"	"Ecommerce"	"DEFFERED_DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
11287	"519935"	"Ecommerce"	"CREDIT"	2000	"EUR"	"Authorisation"	"TW"	150	"no 3D secure"	"RefusedAcquirer"	0
11288	"497874"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Domestic"	1
11289	"497874"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Domestic"	1
11290	"377663"	"Ecommerce"	NA	2000	"EUR"	"Authorisation"	"TW"	150	"no 3D secure"	"RefusedAcquirer"	0
11291	"497040"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
11292	"497040"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
11293	"497040"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Domestic"	1
11294	"497040"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Domestic"	1
11295	"522078"	"Ecommerce"	"CREDIT"	1000	"EUR"	"Authorisation"	"NL"	-50	"no 3D secure"	"Adyen Int."	1
11296	"497040"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
11297	"497040"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
11298	"497040"	"Ecommerce"	NA	2000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Domestic"	1
11299	"497040"	"Ecommerce"	"DEBIT"	2000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Domestic"	1
11300	"497401"	"Ecommerce"	NA	2000	"EUR"	"Authorisation"	"FR"	0	"3D secure"	"Adyen Int."	1
11301	"497401"	"Ecommerce"	"DEBIT"	2000	"EUR"	"Authorisation"	"FR"	0	"3D secure"	"Adyen Int."	1
11302	"497932"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
11303	"497932"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
11304	"513381"	"Ecommerce"	"DEBIT"	3000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Int."	1
11305	"513381"	"Ecommerce"	"DEBIT"	3000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Int."	1
11306	"497401"	"Ecommerce"	NA	2000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Domestic"	1
11307	"497401"	"Ecommerce"	"DEBIT"	2000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Domestic"	1
11308	"497203"	"Ecommerce"	NA	3000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Domestic"	1
11309	"497203"	"Ecommerce"	"DEBIT"	3000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Domestic"	1
11310	"497874"	"Ecommerce"	NA	2000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Domestic"	1
11311	"497874"	"Ecommerce"	"DEBIT"	2000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Domestic"	1
11312	"497401"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	0
11313	"497401"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	0
11314	"497490"	"Ecommerce"	NA	2000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Domestic"	1
11315	"497490"	"Ecommerce"	"DEFFERED_DEBIT"	2000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Domestic"	1
11316	"497040"	"Ecommerce"	NA	2000	"EUR"	"Authorisation"	"FR"	0	"3D secure"	"Adyen Int."	1
11317	"497040"	"Ecommerce"	"DEBIT"	2000	"EUR"	"Authorisation"	"FR"	0	"3D secure"	"Adyen Int."	1
11318	"497040"	"Ecommerce"	NA	999	"EUR"	"Authorisation"	"FR"	0	"no 3D secure"	"Adyen Domestic"	1
11319	"497040"	"Ecommerce"	"DEBIT"	999	"EUR"	"Authorisation"	"FR"	0	"no 3D secure"	"Adyen Domestic"	1
11320	"497203"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Domestic"	1
11321	"497203"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Domestic"	1
11322	"414709"	"Ecommerce"	"CREDIT"	999	"EUR"	"Authorisation"	"US"	0	"no 3D secure"	"Adyen Int."	1
11323	"521324"	"Ecommerce"	"CREDIT"	499	"EUR"	"Authorisation"	"RU"	0	"no 3D secure"	"Adyen Int."	1
11324	"427638"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"RU"	0	"no 3D secure"	"Adyen Int."	1
11325	"497040"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Domestic"	1
11326	"497040"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Domestic"	1
11327	"529097"	"Ecommerce"	"DEBIT"	2000	"EUR"	"Authorisation"	"FR"	0	"3D secure"	"Adyen Int."	1
11328	"456188"	"Ecommerce"	"DEBIT"	2000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Domestic"	1
11329	"456188"	"Ecommerce"	"DEBIT"	2000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Domestic"	1
11330	"497410"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
11331	"497410"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
11332	"513380"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
11333	"513380"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
11334	"497040"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	50	"3D secure"	"Adyen Int."	0
11335	"497040"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	50	"3D secure"	"Adyen Int."	0
11336	"497040"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	50	"3D secure"	"Adyen Domestic"	1
11337	"497040"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	50	"3D secure"	"Adyen Domestic"	1
11338	"497355"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
11339	"497355"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
11340	"497401"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
11341	"497401"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
