"txid"	"bin"	"shopperinteraction"	"cardtype"	"amount"	"currencycode"	"txtype"	"issuercountrycode"	"accountriskscore"	"threed"	"acquirer"	"auths"
206	"513415"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
207	"513415"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
208	"497490"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Domestic"	1
209	"497490"	"Ecommerce"	"DEFFERED_DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Domestic"	1
210	"529097"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
211	"497040"	"Ecommerce"	NA	2000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Domestic"	1
212	"497040"	"Ecommerce"	"DEBIT"	2000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Domestic"	1
213	"497040"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
214	"497040"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
215	"497040"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	0
216	"497040"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	0
217	"497040"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
218	"497040"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
219	"497401"	"Ecommerce"	NA	2000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Domestic"	1
220	"497401"	"Ecommerce"	"DEBIT"	2000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Domestic"	1
221	"497203"	"Ecommerce"	NA	3000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Int."	1
222	"497203"	"Ecommerce"	"DEBIT"	3000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Int."	1
223	"497887"	"Ecommerce"	NA	2000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Int."	1
224	"497887"	"Ecommerce"	"CREDIT"	2000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Int."	1
225	"557447"	"Ecommerce"	"CREDIT"	1000	"EUR"	"Authorisation"	"SE"	-50	"no 3D secure"	"Adyen Int."	1
226	"557447"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"SE"	-50	"no 3D secure"	"Adyen Int."	1
227	"497410"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	0	"no 3D secure"	"Adyen Domestic"	1
228	"497410"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	0	"no 3D secure"	"Adyen Domestic"	1
229	"497040"	"Ecommerce"	NA	2000	"EUR"	"Authorisation"	"FR"	0	"3D secure"	"Adyen Domestic"	1
230	"497040"	"Ecommerce"	"DEBIT"	2000	"EUR"	"Authorisation"	"FR"	0	"3D secure"	"Adyen Domestic"	1
231	"420573"	"Ecommerce"	"DEBIT"	2000	"EUR"	"Authorisation"	"LV"	0	"3D secure"	"Adyen Int."	1
232	"497040"	"Ecommerce"	NA	2000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Domestic"	1
233	"497040"	"Ecommerce"	"DEBIT"	2000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Domestic"	1
234	"497355"	"Ecommerce"	"DEBIT"	2000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Int."	1
235	"497355"	"Ecommerce"	"DEBIT"	2000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Int."	1
236	"541590"	"Ecommerce"	"CREDIT"	1000	"EUR"	"Authorisation"	"CA"	-50	"no 3D secure"	"Adyen Int."	1
237	"497040"	"Ecommerce"	NA	2000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Int."	1
238	"497040"	"Ecommerce"	"DEBIT"	2000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Int."	1
239	"497049"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
240	"497049"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
241	"544434"	"Ecommerce"	"CREDIT"	1000	"EUR"	"Authorisation"	"AU"	0	"no 3D secure"	"Adyen Int."	0
242	"544434"	"Ecommerce"	"CREDIT"	1000	"EUR"	"Authorisation"	"AU"	0	"no 3D secure"	"Adyen Int."	0
243	"513770"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
244	"513770"	"Ecommerce"	"CREDIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
245	"497355"	"Ecommerce"	"DEBIT"	2000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Domestic"	1
246	"497355"	"Ecommerce"	"DEBIT"	2000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Domestic"	1
247	"497301"	"Ecommerce"	"CREDIT"	2000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Domestic"	1
248	"497301"	"Ecommerce"	"DEFFERED_DEBIT"	2000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Domestic"	1
249	"497958"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
250	"497958"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
251	"497044"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Domestic"	1
252	"497044"	"Ecommerce"	"DEFFERED_DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Domestic"	1
253	"456188"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	0	"no 3D secure"	"Adyen Int."	1
254	"456188"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	0	"no 3D secure"	"Adyen Int."	1
255	"561257"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
256	"561257"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
257	"497043"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Domestic"	1
258	"497043"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Domestic"	1
259	"497874"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Domestic"	1
260	"497874"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Domestic"	1
261	"497355"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Domestic"	1
262	"497355"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Domestic"	1
263	"431239"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"AU"	0	"no 3D secure"	"Adyen Int."	1
264	"513379"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
265	"513379"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
266	"513625"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
267	"513625"	"Ecommerce"	"CREDIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
268	"497401"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Domestic"	1
269	"497401"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Domestic"	1
270	"497203"	"Ecommerce"	NA	2000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Int."	1
271	"497203"	"Ecommerce"	"DEBIT"	2000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Int."	1
272	"513162"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
273	"513162"	"Ecommerce"	"CREDIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
274	"497804"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Domestic"	1
275	"497804"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Domestic"	1
276	"513415"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
277	"513415"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
278	"497049"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
279	"497049"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
280	"497152"	"Ecommerce"	"CREDIT"	1000	"EUR"	"Authorisation"	"FR"	0	"no 3D secure"	"Adyen Domestic"	1
281	"497152"	"Ecommerce"	"CREDIT"	1000	"EUR"	"Authorisation"	"FR"	0	"no 3D secure"	"Adyen Domestic"	1
282	"497203"	"Ecommerce"	NA	2000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Domestic"	1
283	"497203"	"Ecommerce"	"DEBIT"	2000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Domestic"	1
284	"497203"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
285	"497203"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
286	"470698"	"Ecommerce"	"CREDIT"	2000	"EUR"	"Authorisation"	"ZZ"	0	"3D secure"	"Adyen Int."	0
287	"497043"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
288	"497043"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
289	"497040"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
290	"497040"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
291	"497355"	"Ecommerce"	"DEBIT"	2000	"EUR"	"Authorisation"	"FR"	0	"3D secure"	"Adyen Int."	1
292	"497355"	"Ecommerce"	"DEBIT"	2000	"EUR"	"Authorisation"	"FR"	0	"3D secure"	"Adyen Int."	1
293	"449353"	"Ecommerce"	"CREDIT"	1000	"EUR"	"Authorisation"	"GB"	-50	"no 3D secure"	"Adyen Int."	1
294	"469807"	"Ecommerce"	"CREDIT"	2000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Int."	1
295	"469807"	"Ecommerce"	"DEBIT"	2000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Int."	1
296	"497401"	"Ecommerce"	NA	499	"EUR"	"Authorisation"	"FR"	0	"no 3D secure"	"Adyen Domestic"	0
297	"497401"	"Ecommerce"	"DEBIT"	499	"EUR"	"Authorisation"	"FR"	0	"no 3D secure"	"Adyen Domestic"	0
298	"497401"	"Ecommerce"	NA	499	"EUR"	"Authorisation"	"FR"	0	"no 3D secure"	"Adyen Domestic"	0
299	"497401"	"Ecommerce"	"DEBIT"	499	"EUR"	"Authorisation"	"FR"	0	"no 3D secure"	"Adyen Domestic"	0
300	"497401"	"Ecommerce"	NA	499	"EUR"	"Authorisation"	"FR"	0	"no 3D secure"	"Adyen Int."	0
301	"497401"	"Ecommerce"	"DEBIT"	499	"EUR"	"Authorisation"	"FR"	0	"no 3D secure"	"Adyen Int."	0
302	"513770"	"Ecommerce"	NA	3000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Int."	1
303	"513770"	"Ecommerce"	"CREDIT"	3000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Int."	1
304	"497040"	"Ecommerce"	NA	2000	"EUR"	"Authorisation"	"FR"	0	"3D secure"	"Adyen Domestic"	1
305	"497040"	"Ecommerce"	"DEBIT"	2000	"EUR"	"Authorisation"	"FR"	0	"3D secure"	"Adyen Domestic"	1
306	"497202"	"Ecommerce"	NA	2000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Int."	1
307	"497202"	"Ecommerce"	"DEBIT"	2000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Int."	1
308	"522239"	"Ecommerce"	"CREDIT"	2000	"EUR"	"Authorisation"	"IT"	0	"3D secure"	"Adyen Int."	0
309	"497355"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Domestic"	1
310	"497355"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Domestic"	1
311	"453301"	"Ecommerce"	NA	2000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Int."	1
312	"453301"	"Ecommerce"	"DEFFERED_DEBIT"	2000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Int."	1
313	"497203"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Domestic"	1
314	"497203"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Domestic"	1
315	"529430"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
316	"529430"	"Ecommerce"	"CREDIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
317	"497490"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Domestic"	0
318	"497490"	"Ecommerce"	"DEFFERED_DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Domestic"	0
319	"497490"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Domestic"	0
320	"497490"	"Ecommerce"	"DEFFERED_DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Domestic"	0
321	"497040"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	0	"no 3D secure"	"Adyen Int."	1
322	"497040"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	0	"no 3D secure"	"Adyen Int."	1
323	"497049"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Domestic"	1
324	"497049"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Domestic"	1
325	"510199"	"Ecommerce"	"CREDIT"	1000	"EUR"	"Authorisation"	"CH"	-50	"no 3D secure"	"Adyen Int."	1
326	"497401"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	0	"no 3D secure"	"Adyen Domestic"	1
327	"497401"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	0	"no 3D secure"	"Adyen Domestic"	1
328	"497932"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
329	"497932"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
330	"513900"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
331	"513900"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
332	"497355"	"Ecommerce"	"DEBIT"	2000	"EUR"	"Authorisation"	"FR"	0	"3D secure"	"Adyen Domestic"	1
333	"497355"	"Ecommerce"	"DEBIT"	2000	"EUR"	"Authorisation"	"FR"	0	"3D secure"	"Adyen Domestic"	1
334	"497598"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
335	"497598"	"Ecommerce"	"CREDIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
336	"497202"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
337	"497202"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
338	"497355"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Domestic"	1
339	"497355"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Domestic"	1
340	"497049"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
341	"497049"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
342	"518810"	"Ecommerce"	"CREDIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
343	"497203"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
344	"497203"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
345	"534102"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
346	"534102"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
347	"497040"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Domestic"	1
348	"497040"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Domestic"	1
349	"497301"	"Ecommerce"	"CREDIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Domestic"	1
350	"497301"	"Ecommerce"	"DEFFERED_DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Domestic"	1
351	"497301"	"Ecommerce"	"CREDIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
352	"497301"	"Ecommerce"	"DEFFERED_DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
353	"420111"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Domestic"	1
354	"420111"	"Ecommerce"	"DEFFERED_DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Domestic"	1
355	"497401"	"Ecommerce"	NA	999	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Domestic"	1
356	"497401"	"Ecommerce"	"DEBIT"	999	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Domestic"	1
357	"497401"	"Ecommerce"	NA	999	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
358	"497401"	"Ecommerce"	"DEBIT"	999	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
359	"497040"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Domestic"	1
360	"497040"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Domestic"	1
361	"530446"	"Ecommerce"	"PREPAID"	2000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Int."	1
362	"533317"	"Ecommerce"	"PREPAID"	999	"EUR"	"Authorisation"	"IT"	-50	"no 3D secure"	"Adyen Int."	1
363	"497301"	"Ecommerce"	"CREDIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Domestic"	1
364	"497301"	"Ecommerce"	"DEFFERED_DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Domestic"	1
365	"497040"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
366	"497040"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
367	"497040"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Domestic"	1
368	"497040"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Domestic"	1
369	"497355"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
370	"497355"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
371	"497301"	"Ecommerce"	"CREDIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
372	"497301"	"Ecommerce"	"DEFFERED_DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
373	"456188"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
374	"456188"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
375	"497355"	"Ecommerce"	"DEBIT"	2000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Domestic"	1
376	"497355"	"Ecommerce"	"DEBIT"	2000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Domestic"	1
377	"497040"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
378	"497040"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
379	"413388"	"Ecommerce"	"DEBIT"	2000	"EUR"	"Authorisation"	"ES"	-50	"3D secure"	"Adyen Int."	1
380	"497401"	"Ecommerce"	NA	1499	"EUR"	"Authorisation"	"FR"	0	"3D secure"	"Adyen Int."	0
381	"497401"	"Ecommerce"	"DEBIT"	1499	"EUR"	"Authorisation"	"FR"	0	"3D secure"	"Adyen Int."	0
382	"497043"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
383	"497043"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
384	"497401"	"Ecommerce"	NA	1499	"EUR"	"Authorisation"	"FR"	0	"3D secure"	"Adyen Domestic"	1
385	"497401"	"Ecommerce"	"DEBIT"	1499	"EUR"	"Authorisation"	"FR"	0	"3D secure"	"Adyen Domestic"	1
386	"492181"	"Ecommerce"	"DEBIT"	999	"EUR"	"Authorisation"	"GB"	-50	"no 3D secure"	"Adyen Int."	1
387	"513381"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
388	"513381"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
389	"497401"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Domestic"	1
390	"497401"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Domestic"	1
391	"497301"	"Ecommerce"	"CREDIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Domestic"	1
392	"497301"	"Ecommerce"	"DEFFERED_DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Domestic"	1
393	"453352"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Domestic"	1
394	"453352"	"Ecommerce"	"DEFFERED_DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Domestic"	1
395	"497040"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Domestic"	1
396	"497040"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Domestic"	1
397	"497040"	"Ecommerce"	NA	2000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Int."	1
398	"497040"	"Ecommerce"	"DEBIT"	2000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Int."	1
399	"513184"	"Ecommerce"	NA	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
400	"513184"	"Ecommerce"	"CREDIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
401	"497202"	"Ecommerce"	NA	3000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Domestic"	1
402	"497202"	"Ecommerce"	"DEBIT"	3000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Domestic"	1
403	"497040"	"Ecommerce"	NA	2000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Int."	1
404	"497040"	"Ecommerce"	"DEBIT"	2000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Int."	1
405	"497641"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
406	"497641"	"Ecommerce"	"DEBIT"	1000	"EUR"	"Authorisation"	"FR"	-50	"no 3D secure"	"Adyen Int."	1
407	"497490"	"Ecommerce"	NA	3000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Domestic"	1
408	"497490"	"Ecommerce"	"DEFFERED_DEBIT"	3000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Domestic"	1
409	"497355"	"Ecommerce"	"DEBIT"	2000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Domestic"	1
410	"497355"	"Ecommerce"	"DEBIT"	2000	"EUR"	"Authorisation"	"FR"	-50	"3D secure"	"Adyen Domestic"	1
